game_id,timestamp,result,mode,planning,planning_params,army_a,army_b,round,player,unit,action,shoot_target,charge_target,value_before,value_after,value_delta,shadow_unit,shadow_action,shadow_reason,shadow_charge_target,shadow_shoot_target,shadow_value,diverged,shadow_dest,shadow_dest_shoot_target,shadow_pos_shoot_target
20260420_224831,2026-04-20T22:48:31.954052,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Heavy Jetbike,advance,Player B's Gliders,,0.2533,0.2785,0.0253,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"16,15",Player B's Gliders,Player B's Gliders
20260420_224831,2026-04-20T22:48:31.954089,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Jetbike Strikers,rush,,,-0.1447,-0.1558,-0.0111,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954110,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Retributors 1,advance,,,0.2417,0.2549,0.0132,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"43,15",,
20260420_224831,2026-04-20T22:48:31.954152,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Protectors,rush,,,-0.1670,-0.1578,0.0092,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954171,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Elemental Strikers,rush,,,0.2035,0.2151,0.0116,Player A's Jetbike Protectors,rush,model chose rush,,,0.0000,True,"61,21",,
20260420_224831,2026-04-20T22:48:31.954206,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Scorchers (Combined),rush,,,-0.1296,-0.1505,-0.0209,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954223,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Retributors 2,advance,,,0.2642,0.2486,-0.0156,Player A's Jetbike Protectors,rush,model chose rush,,,0.0000,True,"31,9",,
20260420_224831,2026-04-20T22:48:31.954241,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Gliders,advance,,,-0.1478,-0.0624,0.0854,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954279,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Jetbike Protectors,advance,,,0.1452,0.2262,0.0810,Player A's Jetbike Protectors,rush,model chose rush,,,0.0000,True,"46,20",,
20260420_224831,2026-04-20T22:48:31.954299,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Acolytes,rush,,,-0.1297,-0.0939,0.0358,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954332,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Protectors,rush,,,0.1283,0.2017,0.0734,Player A's Protectors,rush,model chose rush,,,0.0000,False,"36,5",,
20260420_224831,2026-04-20T22:48:31.954350,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Great Elemental,rush,,,-0.1446,-0.2254,-0.0807,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954367,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Great Elemental,rush,,,0.2654,0.2969,0.0315,Player A's Shifters 1,advance,model chose advance,,Player B's Great Elemental,0.0000,True,"30,16",,
20260420_224831,2026-04-20T22:48:31.954408,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Shifters,advance,,,-0.1807,-0.2908,-0.1101,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.954426,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Elemental Protectors,advance,Player B's Shifters,,0.3942,0.4349,0.0407,Player A's Shifters 1,advance,model chose advance,,Player B's Great Elemental,0.0000,True,"16,10",,
20260420_224831,2026-04-20T22:48:31.998044,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Protectors (Combined),rush,,,-0.3752,-0.3803,-0.0051,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998069,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Shifters 1,advance,Player B's Great Elemental,,0.4565,0.4378,-0.0187,Player A's Shifters 2,advance,model chose advance,,Player B's Great Elemental,0.0000,True,"54,20",Player B's Great Elemental,Player B's Great Elemental
20260420_224831,2026-04-20T22:48:31.998088,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Support Artillery,hold,,,-0.3587,-0.2452,0.1135,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998102,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,A,Player A's Shifters 2,advance,Player B's Great Elemental,,0.3035,0.2949,-0.0085,Player A's Shifters 2,advance,model chose advance,,Player B's Great Elemental,0.0000,False,"56,21",Player B's Great Elemental,Player B's Great Elemental
20260420_224831,2026-04-20T22:48:31.998118,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",1,B,Player B's Retributors,advance,,,-0.2605,-0.2363,0.0242,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998130,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Shifters 1,advance,Player B's Great Elemental,,0.2823,0.5423,0.2600,Player A's Shifters 1,advance,model chose advance,,Player B's Great Elemental,0.0000,False,"59,32",Player B's Great Elemental,Player B's Great Elemental
20260420_224831,2026-04-20T22:48:31.998146,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Scorchers (Combined),advance,,,-0.4769,-0.4551,0.0218,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998158,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Shifters 2,advance,Player B's Protectors (Combined),,0.4288,0.4746,0.0457,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"57,38",,Player B's Support Artillery
20260420_224831,2026-04-20T22:48:31.998173,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Jetbike Strikers,charge,,,-0.5456,-0.5818,-0.0362,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998186,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Jetbike Protectors,advance,Player B's Protectors,,0.4910,0.5137,0.0226,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"38,22",Player B's Protectors (Combined),Player B's Protectors (Combined)
20260420_224831,2026-04-20T22:48:31.998200,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Protectors,advance,,,-0.5618,-0.4947,0.0671,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998213,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Great Elemental,charge,,Player B's Gliders,0.4458,0.4318,-0.0140,Player A's Great Elemental,charge,model chose charge,Player B's Shifters,,0.0000,False,,,
20260420_224831,2026-04-20T22:48:31.998227,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Retributors,charge,,,-0.3877,-0.3392,0.0485,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998240,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Retributors 2,charge,,Player B's Shifters,0.2441,0.3668,0.1228,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,,,
20260420_224831,2026-04-20T22:48:31.998264,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Acolytes,charge,,,-0.4785,-0.4326,0.0458,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998279,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Elemental Strikers,rush,,,0.2244,0.2851,0.0607,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,False,"49,22",,
20260420_224831,2026-04-20T22:48:31.998293,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Support Artillery,hold,,,-0.4961,-0.4994,-0.0033,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998305,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Retributors 1,rush,,,0.3594,0.3783,0.0189,Player A's Elemental Protectors,advance,model chose advance,,Player B's Scorchers (Combined),0.0000,True,"35,8",,
20260420_224831,2026-04-20T22:48:31.998319,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,B,Player B's Protectors (Combined),advance,,,-0.5137,-0.5283,-0.0146,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998332,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Elemental Protectors,hold,,,0.3903,0.4050,0.0147,Player A's Elemental Protectors,advance,model chose advance,,Player B's Scorchers (Combined),0.0000,True,"21,16",Player B's Scorchers (Combined),Player B's Scorchers (Combined)
20260420_224831,2026-04-20T22:48:31.998346,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",2,A,Player A's Heavy Jetbike,hold,,,0.4050,0.3992,-0.0059,Player A's Heavy Jetbike,advance,model chose advance,,Player B's Jetbike Strikers,0.0000,True,"17,14",Player B's Jetbike Strikers,Player B's Scorchers (Combined)
20260420_224831,2026-04-20T22:48:31.998361,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,B,Player B's Retributors,charge,,,-0.5757,-0.5687,0.0070,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998373,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Shifters 1,advance,Player B's Acolytes,,0.5375,0.5576,0.0201,Player A's Shifters 1,advance,model chose advance,,Player B's Protectors (Combined),0.0000,False,"46,38",Player B's Protectors (Combined),Player B's Retributors
20260420_224831,2026-04-20T22:48:31.998393,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,B,Player B's Acolytes,advance,,,-0.6200,-0.6199,0.0001,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998445,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Great Elemental,charge,,Player B's Scorchers (Combined),0.5155,0.6754,0.1599,Player A's Elemental Strikers,charge,model chose charge,Player B's Protectors,,0.0000,True,,,
20260420_224831,2026-04-20T22:48:31.998478,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,B,Player B's Protectors (Combined),charge,,,-0.7007,-0.6613,0.0394,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998492,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Elemental Strikers,charge,,Player B's Protectors,0.6507,0.7222,0.0716,Player A's Retributors 2,charge,model chose charge,Player B's Retributors,,0.0000,True,,,
20260420_224831,2026-04-20T22:48:31.998521,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,B,Player B's Support Artillery,hold,,,-0.7008,-0.7086,-0.0078,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998544,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Heavy Jetbike,advance,Player B's Jetbike Strikers,,0.7434,0.7374,-0.0060,Player A's Retributors 2,charge,model chose charge,Player B's Protectors (Combined),,0.0000,True,"17,14",Player B's Protectors (Combined),Player B's Protectors (Combined)
20260420_224831,2026-04-20T22:48:31.998561,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,B,Player B's Jetbike Strikers,advance,,,-0.7008,-0.7264,-0.0257,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998573,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Jetbike Protectors,advance,Player B's Protectors (Combined),,0.7371,0.7088,-0.0283,Player A's Jetbike Protectors,advance,model chose advance,,Player B's Protectors (Combined),0.0000,False,"34,24",Player B's Protectors (Combined),Player B's Protectors (Combined)
20260420_224831,2026-04-20T22:48:31.998602,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",3,A,Player A's Retributors 2,charge,,Player B's Acolytes,0.7088,0.7226,0.0138,Player A's Retributors 2,charge,model chose charge,Player B's Protectors (Combined),,0.0000,False,,,
20260420_224831,2026-04-20T22:48:31.998616,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",4,B,Player B's Retributors,advance,,,-0.7455,-0.7740,-0.0286,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998629,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",4,A,Player A's Shifters 1,advance,Player B's Support Artillery,,0.6879,0.7614,0.0735,Player A's Elemental Strikers,charge,model chose charge,Player B's Support Artillery,,0.0000,True,"47,32",Player B's Retributors,Player B's Support Artillery
20260420_224831,2026-04-20T22:48:31.998643,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",4,B,Player B's Protectors (Combined),rush,,,-0.8431,-0.7640,0.0792,,,,,,,False,,,
20260420_224831,2026-04-20T22:48:31.998656,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #19 (1995pts): great_elemental, protectors_combined, shifters, retributors, scorchers_combined, gliders, jetbike_strikers, protectors, support_artillery, acolytes",4,A,Player A's Jetbike Protectors,advance,Player B's Protectors (Combined),,0.6364,0.7972,0.1608,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"40,34",Player B's Retributors,Player B's Protectors (Combined)
